_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,EXTERIOR GROUNDS,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,POOLS,OTHER AMENITIES,PARKING AREAS,ELEVATOR MAINTENANCE,INTERIOR HALLWAY FLOORS,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y,BUILDING SCORE CATEGORY
4716,5118732,2022,2021,2023,PRIVATE,Toronto Centre,25 NICHOLAS AVE,29,346,2023-07-06,100,100,0,42,3,3,-1,3,-1,3,3,3,3,-1,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1330,-1,-1,316225,4835308,Excellent
4717,4154265,2017,1969,2024,PRIVATE,Humber River-Black Creek,310 NISKA RD,13,167,2024-06-28,83,83,0,45,3,2,2,2,3,1,3,3,3,2,-1,3,3,-1,-1,2,3,2,2,3,3,2,3,3,3,1,3,3,3,3,3,3,3,W0725,43,-79,304023,4847022,Good
4718,4154266,2017,1974,2023,PRIVATE,Humber River-Black Creek,320 NISKA RD,13,169,2023-10-31,80,80,0,45,2,2,3,2,2,3,3,3,2,1,-1,3,2,-1,-1,2,3,1,2,2,3,3,3,3,3,2,3,1,3,3,2,3,3,W0725,43,-79,303902,4847085,Good
4719,4154266,2017,1974,2025,PRIVATE,Humber River-Black Creek,320 NISKA RD,13,169,2025-10-08,91,91,0,43,3,2,3,3,2,2,3,3,3,3,-1,3,2,-1,-1,2,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,W0725,43,-79,303902,4847085,Excellent
4720,4153059,2017,1935,2023,PRIVATE,Parkdale-High Park,34 NOBLE ST,3,18,2023-08-03,83,83,0,35,2,2,-1,2,2,2,3,3,2,2,-1,3,3,-1,-1,2,-1,3,-1,3,2,3,3,3,3,3,3,3,3,1,1,1,3,S0435,43,-79,310319,4833437,Good
4721,4153059,2017,1935,2025,PRIVATE,Parkdale-High Park,34 NOBLE ST,3,18,2025-06-20,89,91,-2,35,3,2,-1,2,2,2,3,3,3,3,-1,2,3,-1,-1,2,-1,3,-1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,S0435,43,-79,310319,4833437,Good
4722,4152578,2017,1964,2023,PRIVATE,Scarborough Southwest,2 NORTH DR,4,65,2023-10-10,91,91,0,42,3,3,3,2,3,2,3,3,3,3,-1,3,3,-1,-1,2,3,2,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,E2033,43,-79,322348,4838261,Excellent
4723,4152578,2017,1964,2025,PRIVATE,Scarborough Southwest,2 NORTH DR,4,65,2025-08-25,97,97,0,42,3,2,3,2,3,3,3,3,3,3,-1,3,3,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2033,43,-79,322348,4838261,Excellent
4724,4264301,2017,1961,2025,PRIVATE,Don Valley East,60 NORTH HILLS TER,5,71,2025-12-04,94,94,0,44,3,2,2,3,3,3,3,3,3,3,-1,3,2,-1,-1,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,N1627,43,-79,317616,4843168,Excellent
4725,4155957,2017,1972,2023,TCHC,Scarborough Southwest,30 GORDONRIDGE PL,17,231,2023-07-24,95,95,0,46,3,3,3,2,3,3,3,3,3,2,3,3,3,-1,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,E2024,43,-79,324750,4842822,Excellent
4726,4155573,2017,1972,2024,TCHC,Scarborough Southwest,40 GORDONRIDGE PL,18,421,2024-09-26,89,89,0,44,3,2,2,3,3,2,3,3,3,3,-1,3,3,-1,-1,1,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,E2024,43,-79,324819,4842872,Good
4727,5369828,2023,1926,2024,PRIVATE,Spadina-Fort York,15 GORE VALE AVE,3,10,2024-08-15,42,42,0,33,2,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,3,2,2,1,1,1,1,1,1,1,1,S1022,43,-79,311908,4833844,Fair
4728,4156419,2017,1974,2023,PRIVATE,Humber River-Black Creek,215 GOSFORD BLVD,8,154,2023-08-10,86,86,0,43,2,2,2,2,2,2,3,3,2,2,-1,3,3,-1,-1,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,W0724,43,-79,302932,4847469,Good
4729,4156419,2017,1974,2025,PRIVATE,Humber River-Black Creek,215 GOSFORD BLVD,8,154,2025-10-22,96,96,0,45,3,3,2,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0724,43,-79,302932,4847469,Excellent
4730,4156492,2017,1974,2023,PRIVATE,Humber River-Black Creek,235 GOSFORD BLVD,15,131,2023-09-18,96,96,0,43,3,2,3,3,3,3,3,3,3,3,-1,2,3,-1,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,W0724,43,-79,302992,4847674,Excellent
4731,4156492,2017,1974,2025,PRIVATE,Humber River-Black Creek,235 GOSFORD BLVD,15,131,2025-10-22,98,98,0,45,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0724,43,-79,302992,4847674,Excellent
4732,4154117,2017,1970,2025,PRIVATE,Toronto-Danforth,60 GOWAN AVE,21,118,2025-07-31,95,95,0,46,3,2,2,3,3,3,3,3,3,3,3,3,3,-1,-1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1421,43,-79,316696,4838461,Excellent
4733,4154117,2017,1970,2023,PRIVATE,Toronto-Danforth,60 GOWAN AVE,21,118,2023-07-14,99,99,0,45,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1421,43,-79,316696,4838461,Excellent
4734,4154118,2017,1968,2024,PRIVATE,Toronto-Danforth,80 GOWAN AVE,11,88,2024-08-15,94,94,0,43,3,2,3,3,2,3,3,2,3,3,-1,3,2,-1,-1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1421,43,-79,316745,4838477,Excellent
4735,4154119,2017,1966,2023,PRIVATE,Toronto-Danforth,100 GOWAN AVE,17,121,2023-09-22,88,88,0,45,3,3,3,3,3,3,3,3,-1,3,-1,-1,3,-1,3,1,3,3,3,3,1,2,2,2,3,3,3,2,1,3,1,1,1,S1421,43,-79,316804,4838493,Good
4736,4154119,2017,1966,2025,PRIVATE,Toronto-Danforth,100 GOWAN AVE,17,121,2025-06-16,97,97,0,47,3,3,3,3,3,3,3,3,3,3,2,3,3,-1,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,S1421,43,-79,316804,4838493,Excellent
4737,4154116,2017,1968,2024,PRIVATE,Toronto-Danforth,130 GOWAN AVE,12,160,2024-06-06,98,98,0,39,-1,3,3,3,3,-1,3,3,3,3,-1,3,3,-1,-1,-1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1421,43,-79,316878,4838507,Excellent
4738,4154045,2017,1994,2023,SOCIAL HOUSING,Beaches-East York,10 GOWER ST,7,164,2023-08-14,96,96,0,45,3,3,3,3,-1,3,3,1,3,2,3,3,3,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,S1927,43,-79,321065,4840098,Excellent
4739,4154045,2017,1994,2025,SOCIAL HOUSING,Beaches-East York,10 GOWER ST,7,164,2025-08-29,98,98,0,47,3,3,3,3,3,2,3,3,3,3,3,3,3,-1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1927,43,-79,321065,4840098,Excellent
4740,4156493,2017,1971,2024,PRIVATE,Humber River-Black Creek,355 GRANDRAVINE DR,15,118,2024-09-03,96,96,0,46,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,W0732,43,-79,303707,4845032,Excellent
4741,4156420,2017,1971,2024,PRIVATE,Humber River-Black Creek,365 GRANDRAVINE DR,15,118,2024-09-24,88,88,0,45,2,3,3,2,3,1,3,3,3,3,-1,2,2,3,-1,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,W0732,43,-79,303590,4844998,Good
4742,4154172,2017,1960,2024,PRIVATE,Don Valley West,2 GRANDSTAND PL,6,60,2024-08-13,93,93,0,41,3,1,3,3,3,2,3,3,3,3,-1,3,3,-1,-1,3,3,3,3,-1,3,3,3,1,3,3,3,3,3,3,3,3,3,N1533,43,-79,317177,4840227,Excellent
4743,4154171,2017,1962,2024,PRIVATE,Don Valley West,4 GRANDSTAND PL,6,60,2024-07-05,91,91,0,43,3,2,3,2,2,3,3,3,2,3,-1,3,3,-1,-1,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,N1533,43,-79,317224,4840244,Excellent
4744,4154170,2017,1958,2024,PRIVATE,Don Valley West,6 GRANDSTAND PL,6,60,2024-07-05,98,98,0,42,2,3,3,2,3,3,3,3,3,3,-1,3,3,-1,-1,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1533,43,-79,317255,4840196,Excellent
4745,4153407,2017,1993,2025,TCHC,Spadina-Fort York,76 GRANGE AVE,3,11,2025-07-28,80,80,0,38,2,1,-1,3,1,3,3,3,3,2,-1,3,3,-1,-1,2,-1,1,1,3,1,1,3,3,1,1,3,3,3,3,3,3,3,S1024,43,-79,313100,4834501,Good
4746,4153407,2017,1993,2023,TCHC,Spadina-Fort York,76 GRANGE AVE,3,11,2023-08-30,88,88,0,37,2,2,-1,3,2,2,3,3,3,-1,-1,3,2,-1,-1,2,-1,2,-1,3,2,3,3,3,1,3,3,3,1,3,3,3,3,S1024,43,-79,313100,4834501,Good
4747,4153409,2017,1970,2025,PRIVATE,Spadina-Fort York,164 GRANGE AVE,3,24,2025-07-29,71,71,0,35,1,1,1,3,3,1,3,3,2,-1,-1,2,3,-1,-1,-1,-1,1,-1,3,1,1,2,3,1,2,3,1,3,3,1,1,3,S1023,43,-79,312757,4834385,Good
4748,4153409,2017,1970,2023,PRIVATE,Spadina-Fort York,164 GRANGE AVE,3,24,2023-08-31,75,75,0,36,2,1,2,2,3,2,3,3,2,2,-1,3,2,-1,-1,-1,-1,2,-1,-1,2,2,2,3,1,2,3,2,3,1,1,1,3,S1023,43,-79,312757,4834385,Good
4749,4155195,2017,1958,2024,PRIVATE,York South-Weston,15 GRAY AVE,3,17,2024-07-10,85,85,0,35,3,1,-1,3,3,3,3,3,3,3,-1,1,3,-1,-1,1,-1,3,-1,-1,1,3,3,3,3,3,3,1,3,3,1,3,3,W0535,43,-79,305340,4837694,Good
4750,4156722,2017,1968,2023,PRIVATE,Don Valley East,20 GRAYDON HALL DR,20,305,2023-08-09,81,81,0,46,3,2,3,3,3,2,3,3,3,3,-1,-1,2,-1,3,1,3,2,2,3,1,2,3,3,2,2,2,3,3,3,2,1,3,N1621,43,-79,317191,4846847,Good
4751,4156722,2017,1968,2025,PRIVATE,Don Valley East,20 GRAYDON HALL DR,20,305,2025-07-21,82,82,0,46,2,3,3,2,3,3,3,1,3,3,-1,-1,3,-1,3,2,3,1,2,3,1,3,3,3,3,2,3,1,3,3,1,1,3,N1621,43,-79,317191,4846847,Good
4752,4154802,2017,1970,2025,PRIVATE,Don Valley East,50 GRAYDON HALL DR,20,304,2025-08-27,93,93,0,42,3,3,3,3,3,2,3,1,3,3,-1,-1,2,-1,-1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1621,43,-79,317201,4846973,Excellent
4753,4155107,2017,1960,2025,PRIVATE,York South-Weston,1970 KEELE ST,4,45,2025-11-28,96,96,0,42,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,W0532,43,-79,306726,4839405,Excellent
4754,4155107,2017,1960,2023,PRIVATE,York South-Weston,1970 KEELE ST,4,45,2023-08-10,95,95,0,42,3,3,3,3,3,2,3,3,3,2,-1,3,3,-1,-1,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,W0532,43,-79,306726,4839405,Excellent
4755,4154279,2017,1959,2023,PRIVATE,York South-Weston,2050 KEELE ST,9,187,2023-07-23,82,82,0,47,2,2,2,2,2,2,3,2,3,3,-1,3,2,3,-1,2,3,2,3,2,2,3,3,3,3,2,3,3,3,2,2,3,3,W0529,43,-79,306687,4839557,Good
4756,4154279,2017,1959,2025,PRIVATE,York South-Weston,2050 KEELE ST,9,187,2025-11-10,95,95,0,46,3,2,3,3,3,3,3,3,3,3,-1,3,2,3,-1,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,W0529,43,-79,306687,4839557,Excellent
4757,4154292,2017,1961,2024,PRIVATE,York South-Weston,2100 KEELE ST,6,71,2024-07-03,95,95,0,43,3,3,3,3,3,2,3,3,3,3,-1,3,3,-1,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0529,43,-79,306673,4839728,Excellent
4758,4154291,2017,1961,2024,PRIVATE,York South-Weston,2110 KEELE ST,9,93,2024-07-03,95,95,0,44,3,2,3,3,2,2,3,3,3,3,-1,3,3,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0529,43,-79,306664,4839782,Excellent
4759,4154290,2017,1992,2024,SOCIAL HOUSING,York South-Weston,2214 KEELE ST,7,89,2024-07-09,73,73,0,45,1,1,3,3,-1,3,3,3,2,2,2,3,3,-1,-1,2,3,1,3,1,1,1,2,3,3,1,3,2,1,1,1,1,3,W0529,43,-79,306644,4839885,Good
4760,4154289,2017,1957,2024,PRIVATE,York South-Weston,2246 KEELE ST,3,22,2024-06-11,74,74,0,39,3,1,-1,3,2,2,3,1,3,1,-1,3,3,-1,-1,3,-1,3,-1,3,1,3,2,3,3,3,2,1,1,1,1,1,1,W0529,43,-79,306643,4839939,Good
4761,4167696,2017,1955,2024,PRIVATE,York South-Weston,2248 KEELE ST,3,11,2024-06-07,69,69,0,36,3,1,-1,3,1,2,1,1,2,2,-1,3,3,-1,-1,2,-1,3,-1,-1,2,2,3,3,3,2,3,1,1,1,1,1,1,W0529,43,-79,306643,4839969,Fair
4762,4154287,2017,1958,2024,PRIVATE,York South-Weston,2250 KEELE ST,3,10,2024-07-23,83,83,0,37,1,3,-1,2,1,3,3,3,3,3,-1,3,3,-1,-1,2,-1,3,-1,-1,3,3,3,3,3,1,3,1,1,1,1,1,1,W0529,43,-79,306642,4839992,Good
4763,4289106,2018,2002,2024,PRIVATE,York South-Weston,2252 KEELE ST,3,15,2024-07-22,84,84,0,40,2,2,2,3,2,2,3,3,2,2,-1,3,3,-1,-1,2,-1,2,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,W0529,43,-79,306648,4840009,Good
4764,4154301,2017,1957,2024,PRIVATE,York South-Weston,2368 KEELE ST,4,47,2024-09-17,82,82,0,37,2,1,-1,3,1,1,3,3,-1,2,-1,3,2,-1,-1,1,-1,1,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,W0529,43,-79,306573,4840472,Good
4765,4154300,2017,1957,2023,PRIVATE,York South-Weston,2370 KEELE ST,4,46,2023-07-26,78,78,0,38,2,2,-1,2,2,2,3,2,2,2,-1,3,2,-1,-1,2,-1,2,2,3,2,2,3,3,3,3,3,2,3,1,3,2,1,W0529,43,-79,306536,4840500,Good
4766,4154300,2017,1957,2025,PRIVATE,York South-Weston,2370 KEELE ST,4,46,2025-11-13,84,84,0,39,2,2,-1,3,3,2,3,3,2,2,-1,3,2,-1,-1,1,-1,2,-1,3,2,1,2,3,3,3,3,3,3,3,3,3,3,W0529,43,-79,306536,4840500,Good
4767,4154355,1900,1954,2024,PRIVATE,York South-Weston,2416 KEELE ST,3,17,2024-07-19,67,67,0,38,1,2,-1,3,1,2,3,1,1,1,-1,2,1,-1,-1,1,-1,1,3,3,2,2,3,3,3,2,3,1,1,1,1,1,1,W0526,43,-79,306488,4840870,Fair
4768,4154304,2017,1950,2025,PRIVATE,York South-Weston,2417 KEELE ST,3,12,2025-11-13,75,75,0,36,3,1,-1,3,1,2,3,3,2,2,-1,3,3,-1,-1,1,-1,2,-1,-1,3,1,3,3,3,2,3,1,1,1,1,1,3,W0523,43,-79,306558,4840889,Good
4769,4154304,2017,1950,2023,PRIVATE,York South-Weston,2417 KEELE ST,3,12,2023-09-08,79,79,0,38,2,2,-1,2,2,2,2,3,2,2,-1,3,3,-1,-1,2,-1,2,-1,2,2,2,3,3,3,3,3,2,2,1,2,0,2,W0523,43,-79,306558,4840889,Good
4770,4154354,2017,1960,2024,PRIVATE,York South-Weston,2418 KEELE ST,3,11,2024-06-14,81,81,0,35,2,2,-1,3,2,2,2,3,-1,1,-1,3,3,-1,-1,2,-1,2,-1,-1,2,3,3,3,3,2,3,2,1,3,3,3,1,W0526,43,-79,306494,4840895,Good
4771,4154305,2017,1954,2023,SOCIAL HOUSING,York South-Weston,2419 KEELE ST,3,12,2023-08-11,92,92,0,36,3,2,-1,3,3,3,3,3,3,2,-1,3,3,-1,-1,3,-1,3,-1,-1,3,3,3,3,3,3,3,2,1,1,1,3,3,W0523,43,-79,306553,4840920,Excellent
4772,4154305,2017,1954,2025,SOCIAL HOUSING,York South-Weston,2419 KEELE ST,3,12,2025-11-13,97,97,0,37,3,3,-1,3,2,2,3,3,3,3,-1,3,3,-1,-1,3,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0523,43,-79,306553,4840920,Excellent
4773,4154353,2017,1958,2023,PRIVATE,York South-Weston,2420 KEELE ST,3,11,2023-06-22,89,89,0,37,3,3,-1,3,3,3,3,3,3,2,-1,3,2,-1,-1,2,-1,3,-1,3,2,2,3,3,3,3,3,2,3,3,1,3,3,W0526,43,-79,306491,4840921,Good
4774,4154353,2017,1958,2025,PRIVATE,York South-Weston,2420 KEELE ST,3,11,2025-11-25,99,99,0,37,3,3,-1,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0526,43,-79,306491,4840921,Excellent
4775,4154306,2017,1953,2024,PRIVATE,York South-Weston,2421 KEELE ST,3,12,2024-07-10,83,83,0,37,2,2,-1,3,3,2,3,3,3,-1,-1,3,3,-1,-1,2,-1,3,3,3,2,3,1,3,3,3,3,2,1,1,1,1,1,W0523,43,-79,306548,4840952,Good
4776,4154352,2017,1950,2023,PRIVATE,York South-Weston,2422 KEELE ST,3,10,2023-10-06,82,82,0,37,2,3,-1,2,2,2,3,1,3,2,-1,2,3,-1,-1,2,-1,3,-1,3,3,3,3,3,3,3,3,1,0,3,0,3,2,W0526,43,-79,306489,4840962,Good
4777,4154352,2017,1950,2025,PRIVATE,York South-Weston,2422 KEELE ST,3,10,2025-11-25,92,92,0,37,3,3,-1,3,3,2,3,3,3,3,-1,3,2,-1,-1,3,-1,3,-1,3,3,2,2,3,3,3,3,1,3,3,3,3,3,W0526,43,-79,306489,4840962,Excellent
4778,4154307,2017,1954,2024,PRIVATE,York South-Weston,2423 KEELE ST,3,12,2024-07-10,83,83,0,37,3,2,-1,3,3,2,3,3,3,-1,-1,2,3,-1,-1,2,-1,3,3,3,3,3,1,3,3,3,3,1,1,1,1,1,1,W0523,43,-79,306536,4840981,Good
4779,4154308,2017,1950,2023,PRIVATE,York South-Weston,2425 KEELE ST,3,12,2023-10-27,69,69,0,37,2,2,-1,2,3,2,2,0,2,2,-1,3,3,-1,-1,2,-1,2,-1,3,2,2,3,3,3,2,3,1,0,0,0,0,0,W0523,43,-79,306542,4841013,Fair
4780,4154308,2017,1950,2025,PRIVATE,York South-Weston,2425 KEELE ST,3,12,2025-11-13,96,96,0,38,3,3,-1,3,3,2,3,3,3,3,-1,3,3,-1,-1,1,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0523,43,-79,306542,4841013,Excellent
4781,4152822,2017,1975,2023,PRIVATE,Scarborough-Guildwood,3895 LAWRENCE AVE E,10,114,2023-09-06,81,81,0,46,2,2,2,2,2,2,3,3,3,3,-1,3,3,-1,-1,2,3,1,2,0,1,3,3,3,3,2,3,3,3,3,1,3,3,E2431,43,-79,328296,4846837,Good
4782,4152822,2017,1975,2025,PRIVATE,Scarborough-Guildwood,3895 LAWRENCE AVE E,10,114,2025-11-12,83,83,0,46,3,1,1,2,3,3,3,3,3,3,-1,3,3,-1,-1,1,3,1,1,3,1,2,3,3,3,2,3,1,3,3,3,3,3,E2431,43,-79,328296,4846837,Good
4783,4155854,2018,1970,2023,TCHC,Scarborough-Guildwood,3939 LAWRENCE AVE E,3,31,2023-08-10,79,79,0,36,1,1,1,3,1,3,3,3, N/A,2,-1,2,1,-1,-1,1,-1,3,3,3,1,2,3,3,1,3,3,3,3,3,3,3,3,E2431,43,-79,328497,4846918,Good
4784,4155854,2018,1970,2025,TCHC,Scarborough-Guildwood,3939 LAWRENCE AVE E,3,31,2025-10-31,82,82,0,35,3,1,1,3,3,1,3,3,-1,3,-1,3,1,-1,-1,2,-1,3,-1,-1,1,3,3,3,3,1,3,2,3,3,3,3,3,E2431,43,-79,328497,4846918,Good
4785,4156557,2017,1970,2024,TCHC,Scarborough-Guildwood,3941 LAWRENCE AVE E,3,33,2024-07-24,80,80,0,36,3,2,1,3,2,2,3,3,1,3,-1,3,1,-1,-1,2,-1,1,-1,3,2,2,3,3,3,2,3,1,3,3,3,3,3,E2431,43,-79,328577,4846893,Good
4786,4156556,2018,1970,2023,TCHC,Scarborough-Guildwood,3943 LAWRENCE AVE E,3,15,2023-06-09,74,74,0,36,1,1,-1,2,1,2,3,3,2,2,-1,1,2,-1,-1,2,-1,3,-1,3,1,1,3,3,1,1,3,3,3,1,3,1,3,E2431,43,-79,328556,4846841,Good
4787,4156556,2018,1970,2025,TCHC,Scarborough-Guildwood,3943 LAWRENCE AVE E,3,15,2025-10-31,87,87,0,35,2,3,3,3,3,1,-1,1,-1,3,-1,3,3,-1,-1,3,-1,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,E2431,43,-79,328556,4846841,Good
4788,4156555,2017,1970,2025,TCHC,Scarborough-Guildwood,3945 LAWRENCE AVE E,3,20,2025-09-15,73,73,0,38,1,3,3,3,3,1,1,1,1,3,-1,3,1,-1,-1,1,-1,3,-1,3,3,2,3,3,3,1,2,1,1,3,3,3,3,E2431,43,-79,328606,4846825,Good
4789,4156555,2017,1970,2023,TCHC,Scarborough-Guildwood,3945 LAWRENCE AVE E,3,20,2023-06-09,83,83,0,36,1,2,-1,2,2,2,3,3,3,3,-1,1,1,-1,-1,3,-1,3,-1,3,2,3,3,3,3,2,3,3,3,1,3,1,3,E2431,43,-79,328606,4846825,Good
4790,4156554,2017,1970,2024,TCHC,Scarborough-Guildwood,3947 LAWRENCE AVE E,19,238,2024-07-28,91,91,0,43,3,3,3,3,2,3,3,3,3,3,-1,-1,3,-1,3,1,3,2,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,E2431,43,-79,328631,4846914,Excellent
4791,4152830,2017,1967,2024,PRIVATE,Scarborough-Guildwood,3950 LAWRENCE AVE E,15,164,2024-10-07,74,74,0,42,2,1,2,3,2,2,3,3,2,2,-1,-1,2,-1,-1,1,3,1,2,3,2,1,3,3,3,1,2,3,1,3,1,3,1,E2427,43,-79,328567,4847037,Good
4792,4156558,2018,1970,2024,PRIVATE,Scarborough-Guildwood,3967 LAWRENCE AVE E,10,102,2024-07-31,87,87,0,43,3,3,2,3,3,2,3,3,2,2,-1,-1,3,-1,-1,2,3,2,2,3,3,2,3,3,3,3,3,3,3,1,3,1,3,E2431,43,-79,328680,4846931,Good
4793,4152846,2017,1967,2023,PRIVATE,Scarborough-Guildwood,4000 LAWRENCE AVE E,12,141,2023-08-10,92,92,0,42,2,1,3,1,3,3,3,3,3,3,-1,-1,2,-1,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2428,43,-79,328937,4847170,Excellent
4794,4152846,2017,1967,2025,PRIVATE,Scarborough-Guildwood,4000 LAWRENCE AVE E,12,141,2025-09-15,95,96,-1,44,3,2,3,3,3,3,3,3,3,3,3,-1,2,-1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2428,43,-79,328937,4847170,Excellent
4795,4152845,2017,1967,2024,PRIVATE,Scarborough-Guildwood,4010 LAWRENCE AVE E,14,220,2024-09-13,92,92,0,45,3,2,2,3,2,3,3,3,3,3,-1,-1,3,-1,3,2,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,E2428,43,-79,329030,4847239,Excellent
4796,4152844,2017,1970,2024,PRIVATE,Scarborough-Guildwood,4070 LAWRENCE AVE E,4,38,2024-10-08,86,86,0,44,2,2,3,3,2,3,3,1,2,2,-1,3,3,-1,-1,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,3,3,3,E2428,43,-79,329184,4847229,Good
4797,4155583,2017,1972,2023,TCHC,Scarborough-Guildwood,4100 LAWRENCE AVE E,11,185,2023-07-06,78,78,0,43,1,2,1,2,1,2,3,3,2,3,-1,3,2,-1,-1,1,1,3,2,3,1,2,3,3,3,2,3,3,3,3,3,3,3,E2428,43,-79,329267,4847214,Good
4798,4155583,2017,1972,2025,TCHC,Scarborough-Guildwood,4100 LAWRENCE AVE E,11,185,2025-11-03,89,90,-1,43,3,3,3,3,2,3,3,1,3,1,-1,3,3,-1,-1,2,3,3,3,3,2,2,3,3,3,3,3,1,1,3,3,3,3,E2428,43,-79,329267,4847214,Good
4799,4285972,2017,1972,2023,TCHC,Scarborough-Guildwood,4110 LAWRENCE AVE E,11,185,2023-06-05,80,80,0,43,2,3,-1,3,2,2,3,3,2,2,-1,3,2,-1,2,1,3,2,3,3,2,2,3,3,3,2,3,1,3,2,3,3,3,E2428,43,-79,329338,4847236,Good
4800,4285972,2017,1972,2025,TCHC,Scarborough-Guildwood,4110 LAWRENCE AVE E,11,185,2025-10-14,87,88,-1,44,3,3,3,3,3,3,3,1,3,2,-1,3,3,-1,3,2,3,3,3,3,1,1,3,3,1,2,3,1,1,3,3,3,3,E2428,43,-79,329338,4847236,Good
4801,4152839,2017,1974,2025,TCHC,Scarborough-Guildwood,4175 LAWRENCE AVE E,13,375,2025-10-14,85,85,0,45,3,2,3,3,3,3,3,3,3,3,-1,2,3,-1,3,3,3,1,3,3,1,1,2,3,3,1,2,1,1,3,3,3,3,E2432,43,-79,329838,4847298,Good
