_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,EXTERIOR GROUNDS,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,POOLS,OTHER AMENITIES,PARKING AREAS,ELEVATOR MAINTENANCE,INTERIOR HALLWAY FLOORS,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y,BUILDING SCORE CATEGORY
1,4154961,2017,1960,2024,PRIVATE,Toronto-St. Paul's,54 RAGLAN AVE,4,16,2024-06-24,96,96,0,39,2,3,-1,2,2,3,3,3,3,3,-1,3,3,-1,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1229,43,-79,311191,4838067,Excellent
2,4154960,2017,1967,2025,PRIVATE,Toronto-St. Paul's,100 RAGLAN AVE,13,230,2025-10-14,87,87,0,45,3,2,3,2,2,3,3,3,3,2,-1,3,3,-1,-1,1,3,3,2,3,2,2,3,3,3,3,3,2,1,2,3,3,3,S1229,43,-79,311159,4838169,Good
3,4154960,2017,1967,2023,PRIVATE,Toronto-St. Paul's,100 RAGLAN AVE,13,230,2023-09-01,86,86,0,45,3,1,2,3,3,3,3,3,2,2,-1,3,3,-1,-1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,1,1,1,3,S1229,43,-79,311159,4838169,Good
4,4154939,2017,1965,2025,PRIVATE,Toronto-St. Paul's,105 RAGLAN AVE,6,34,2025-10-03,86,86,0,43,1,3,3,3,2,3,3,2,3,2,-1,3,3,-1,-1,2,3,3,2,3,2,3,2,3,3,2,3,1,3,3,1,3,3,S1229,43,-79,311192,4838258,Good
5,4154939,2017,1965,2023,PRIVATE,Toronto-St. Paul's,105 RAGLAN AVE,6,34,2023-11-22,93,93,0,42,2,2,3,3,3,3,3,3,3,2,-1,3,3,-1,-1,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,S1229,43,-79,311192,4838258,Excellent
6,4154940,2017,1967,2025,PRIVATE,Toronto-St. Paul's,111 RAGLAN AVE,23,175,2025-10-15,79,80,-1,46,2,2,3,3,1,3,3,1,3,2,-1,3,2,3,3,1,3,3,1,3,2,2,3,1,2,2,2,3,3,3,3,3,3,S1229,43,-79,311175,4838300,Good
7,4154940,2017,1967,2023,PRIVATE,Toronto-St. Paul's,111 RAGLAN AVE,23,175,2023-07-26,86,86,0,47,3,2,3,3,2,2,3,3,2,2,-1,3,2,2,3,2,3,3,3,3,2,2,2,1,2,2,3,3,3,3,3,3,3,S1229,43,-79,311175,4838300,Good
8,4154981,2017,1963,2024,PRIVATE,Toronto-St. Paul's,120 RAGLAN AVE,9,175,2024-08-29,89,90,-1,45,3,2,3,3,3,2,3,3,3,3,-1,3,2,-1,-1,2,3,3,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,S1229,43,-79,311124,4838304,Good
9,4154539,2018,1960,2024,PRIVATE,Eglinton-Lawrence,102 RAJAH ST,3,12,2024-07-19,65,65,0,35,1,1,1,1,2,2,-1,3,3,1,-1,2,2,-1,-1,2,-1,1,-1,2,1,3,3,3,3,1,3,1,3,1,1,1,3,N0823,43,-79,309724,4843171,Fair
10,4154538,2017,1967,2024,PRIVATE,Eglinton-Lawrence,104 RAJAH ST,3,11,2024-07-18,90,90,0,39,3,2,2,3,-1,3,2,3,3,2,3,3,3,-1,-1,3,-1,2,-1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,N0823,43,-79,309719,4843192,Good
11,4154537,2017,1957,2024,PRIVATE,Eglinton-Lawrence,108 RAJAH ST,3,12,2024-07-19,83,83,0,36,3,1,3,3,3,2,3,3,3,3,-1,3,3,-1,-1,1,-1,3,-1,3,2,3,3,3,3,3,3,3,3,1,1,1,3,N0823,43,-79,309713,4843231,Good
12,4154536,2017,1957,2025,PRIVATE,Eglinton-Lawrence,110 RAJAH ST,3,12,2025-10-28,63,64,-1,37,1,2,-1,1,1,2,1,3,2,1,-1,3,1,-1,-1,1,-1,2,-1,-1,1,1,3,3,3,3,3,1,1,3,1,1,1,N0823,43,-79,309712,4843257,Fair
13,4154536,2017,1957,2023,PRIVATE,Eglinton-Lawrence,110 RAJAH ST,3,12,2023-08-28,81,81,0,37,3,2,-1,2,2,3,2,3,3,2,-1,3,3,-1,-1,2,-1,2,-1,3,3,2,3,3,3,3,3,1,1,1,1,1,1,N0823,43,-79,309712,4843257,Good
14,4154535,2017,1957,2025,PRIVATE,Eglinton-Lawrence,112 RAJAH ST,3,12,2025-10-28,74,74,0,38,2,2,2,3,1,2,3,3,2,2,-1,3,3,-1,-1,1,-1,2,-1,-1,2,1,3,3,3,2,3,1,1,3,1,1,1,N0823,43,-79,309704,4843285,Good
15,4154535,2017,1957,2023,PRIVATE,Eglinton-Lawrence,112 RAJAH ST,3,12,2023-08-28,82,82,0,39,3,2,2,3,2,2,3,3,3,3,-1,3,3,-1,-1,2,-1,2,-1,3,2,2,3,3,3,3,3,1,1,1,1,1,1,N0823,43,-79,309704,4843285,Good
16,4152925,2017,1994,2025,TCHC,Davenport,11 RANDOLPH AVE,6,95,2025-06-17,88,88,0,46,3,2,2,1,3,3,3,3,2,3,3,2,3,-1,-1,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S0929,43,-79,308800,4835150,Good
17,4152925,2017,1994,2023,TCHC,Davenport,11 RANDOLPH AVE,6,95,2023-10-24,92,92,0,47,2,2,3,3,3,3,3,3,2,3,3,2,3,-1,3,2,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,S0929,43,-79,308800,4835150,Excellent
18,4285976,2017,1992,2023,TCHC,Davenport,55 RANKIN CRES,9,176,2023-10-05,94,94,0,45,2,2,3,3,3,2,3,3,3,3,3,3,2,-1,3,2,3,3,3,3,2,3,3,3,1,3,3,3,2,3,3,3,3,S0929,43,-79,309108,4835149,Excellent
19,4285976,2017,1992,2025,TCHC,Davenport,55 RANKIN CRES,9,176,2025-06-20,94,94,0,46,3,1,3,1,-1,3,3,3,3,3,3,3,3,-1,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,S0929,43,-79,309108,4835149,Excellent
20,4152924,2017,1992,2024,TCHC,Davenport,77 RANKIN CRES,7,121,2024-09-25,92,92,0,41,3,2,-1,2,3,3,3,3,2,3,-1,3,3,-1,-1,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,S0929,43,-79,309135,4835156,Excellent
21,4153870,2017,1959,2024,PRIVATE,Don Valley West,56 RANLEIGH AVE,4,74,2024-08-20,93,93,0,40,3,2,3,3,-1,3,3,3,3,3,3,3,1,-1,-1,3,3,3,-1,3,3,2,3,1,3,3,3,3,3,3,3,3,3,N1525,43,-79,312742,4842925,Excellent
22,4153869,2017,1950,2023,PRIVATE,Don Valley West,153 RANLEIGH AVE,4,28,2023-10-24,88,88,0,40,3,1,3,3,2,3,3,3,2,3,-1,3,3,-1,-1,3,-1,2,3,3,2,2,3,3,3,2,2,3,3,3,1,3,3,N1525,43,-79,312993,4842926,Good
23,4153869,2017,1950,2025,PRIVATE,Don Valley West,153 RANLEIGH AVE,4,28,2025-10-29,94,94,0,39,3,2,-1,3,3,3,3,3,3,3,-1,3,2,-1,-1,3,-1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,N1525,43,-79,312993,4842926,Excellent
24,4152633,2017,1955,2024,PRIVATE,Scarborough Centre,1 RANNOCK ST,4,30,2024-08-22,94,94,0,46,3,2,3,2,3,3,3,3,3,2,3,3,3,-1,-1,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,E2131,43,-79,320894,4842911,Excellent
25,4152628,2017,1955,2023,PRIVATE,Scarborough Centre,4 RANNOCK ST,4,26,2023-06-23,96,96,0,39,3,3,-1,3,1,3,3,3,3,3,-1,3,3,-1,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,E2131,43,-79,320848,4842958,Excellent
26,4152628,2017,1955,2025,PRIVATE,Scarborough Centre,4 RANNOCK ST,4,26,2025-09-24,95,95,0,38,3,3,-1,2,3,2,3,3,3,3,-1,3,3,-1,3,3,-1,3,-1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,E2131,43,-79,320848,4842958,Excellent
27,4152634,2017,1959,2023,PRIVATE,Scarborough Centre,5 RANNOCK ST,4,28,2023-06-23,85,85,0,39,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,3,-1,2,2,3,1,3,3,1,3,2,3,1,1,1,1,1,1,E2131,43,-79,320963,4842968,Good
28,4152634,2017,1959,2025,PRIVATE,Scarborough Centre,5 RANNOCK ST,4,28,2025-09-24,86,86,0,37,3,3,-1,2,3,3,3,1,3,3,-1,3,3,-1,-1,3,-1,3,-1,3,2,3,3,3,3,3,3,1,1,1,1,1,1,E2131,43,-79,320963,4842968,Good
29,4152629,2017,1955,2024,PRIVATE,Scarborough Centre,8 RANNOCK ST,4,33,2024-08-22,94,94,0,40,3,2,-1,2,2,3,3,3,3,3,-1,3,3,-1,-1,3,-1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,E2131,43,-79,320891,4842992,Excellent
30,4155397,2018,1952,2024,PRIVATE,Etobicoke Centre,440 RATHBURN RD,7,80,2024-08-19,90,90,0,40,3,2,3,2,3,3,3,3,3,3,-1,-1,3,-1,-1,2,3,2,3,2,2,3,3,1,3,2,3,3,3,3,3,3,3,W0225,43,-79,299024,4834705,Good
31,4153808,2017,1959,2023,PRIVATE,Don Valley West,57 RAWLINSON AVE,4,36,2023-08-11,90,90,0,43,2,3,3,3,2,2,3,2,3,3,-1,3,2,-1,-1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1537,43,-79,313834,4840863,Good
32,4153808,2017,1959,2025,PRIVATE,Don Valley West,57 RAWLINSON AVE,4,36,2025-10-29,96,96,0,39,3,2,-1,3,3,3,3,3,3,3,3,3,2,-1,-1,3,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1537,43,-79,313834,4840863,Excellent
33,4155651,2017,1962,2024,TCHC,Don Valley East,14 RAYOAK DR,8,63,2024-07-10,88,88,0,45,2,3,3,1,2,3,3,2,3,3,-1,3,3,-1,-1,3,3,3,3,3,1,2,3,3,3,3,3,2,3,3,3,3,3,N1625,43,-79,319325,4846447,Good
34,4155409,2017,1968,2023,PRIVATE,Etobicoke North,20 REDGRAVE DR,16,178,2023-07-21,93,93,0,43,2,2,3,3,3,2,3,3,3,2,-1,3,3,-1,-1,2,3,2,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,W0137,43,-79,299248,4837968,Excellent
35,4155409,2017,1968,2025,PRIVATE,Etobicoke North,20 REDGRAVE DR,16,178,2025-07-11,93,93,0,43,3,2,3,3,3,2,3,3,3,3,-1,3,3,-1,-1,1,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0137,43,-79,299248,4837968,Excellent
36,4156549,2017,1965,2024,PRIVATE,Toronto-St. Paul's,88 REDPATH AVE,16,186,2024-07-12,90,90,0,43,3,2,2,3,-1,2,3,3,2,2,3,3,3,-1,3,3,3,3,3,-1,1,3,3,1,3,3,3,3,3,3,3,3,3,S1228,43,-79,313442,4840487,Good
37,4257267,2017,1969,2024,PRIVATE,Toronto-St. Paul's,95 REDPATH AVE,14,93,2024-09-10,89,89,0,45,2,2,3,3,3,2,3,3,2,3,3,-1,3,-1,-1,1,3,2,3,3,2,3,3,2,3,3,3,3,2,3,2,3,3,S1228,43,-79,313485,4840560,Good
38,4153784,2017,1955,2024,PRIVATE,Toronto-St. Paul's,107 REDPATH AVE,4,31,2024-06-24,99,99,0,41,3,2,-1,3,3,3,3,3,3,3,-1,3,3,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1228,43,-79,313475,4840596,Excellent
39,4153815,2017,1965,2024,PRIVATE,Toronto-St. Paul's,177 REDPATH AVE,17,148,2024-07-25,81,81,0,47,1,1,3,3,3,1,3,3,3,3,1,3,2,-1,3,1,3,1,3,3,3,3,3,3,3,1,3,3,3,0,0,0,3,S1221,43,-79,313399,4840869,Good
40,5110249,2022,2022,2023,PRIVATE,Toronto-St. Paul's,200 REDPATH AVE,39,349,2023-10-04,97,97,0,45,3,3,3,3,-1,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,S1221,43,-79,313325,4840931,Excellent
41,5110249,2022,2022,2025,PRIVATE,Toronto-St. Paul's,200 REDPATH AVE,39,349,2025-07-29,100,100,0,47,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1221,43,-79,313325,4840931,Excellent
42,4167679,2017,2008,2023,PRIVATE,Don Valley West,220 REDPATH AVE,8,72,2023-10-04,96,96,0,44,3,2,3,3,2,3,3,3,3,3,3,3,3,-1,-1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1526,43,-79,313305,4840999,Excellent
43,4167679,2017,2008,2025,PRIVATE,Don Valley West,220 REDPATH AVE,8,72,2025-10-29,96,96,0,46,3,2,3,3,3,3,3,3,3,3,3,3,3,-1,-1,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,N1526,43,-79,313305,4840999,Excellent
44,4153109,2017,1955,2025,PRIVATE,Davenport,2 REGAL RD,8,104,2025-07-09,93,95,-2,46,3,1,3,3,-1,3,3,3,3,3,3,3,3,-1,-1,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,S0928,43,-79,310153,4837077,Excellent
45,4153109,2017,1955,2023,PRIVATE,Davenport,2 REGAL RD,8,104,2023-10-18,99,99,0,47,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S0928,43,-79,310153,4837077,Excellent
46,4813513,1900,1900,2024,TCHC,Toronto Centre,50 REGENT PARK BLVD,9,155,2024-09-11,82,82,0,43,2,2,3,3,-1,2,3,1,3,3,2,3,3,-1,3,2,1,3,3,3,2,3,3,3,2,3,3,3,1,1,1,1,1,S1330,-1,-1,315935,4835284,Good
47,4156036,2017,1996,2023,SOCIAL HOUSING,Toronto-Danforth,17 RENWICK CRES,4,80,2023-09-22,90,90,0,44,2,3,3,3,3,3,3,1,3,2,-1,3,2,-1,-1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S1441,43,-79,317958,4835419,Good
48,4156036,2017,1996,2025,SOCIAL HOUSING,Toronto-Danforth,17 RENWICK CRES,4,80,2025-10-06,91,92,-1,45,3,2,3,3,3,3,3,2,3,3,3,3,2,-1,-1,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,S1441,43,-79,317958,4835419,Excellent
49,4155635,2017,1957,2024,TCHC,Eglinton-Lawrence,1 REPLIN RD,3,31,2024-08-27,96,96,0,38,3,2,-1,2,3,3,3,3,3,3,-1,3,3,-1,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0823,43,-79,309350,4841899,Excellent
50,4155631,1900,2019,2024,SOCIAL HOUSING,Eglinton-Lawrence,2 REPLIN RD,4,30,2024-07-23,76,76,0,38,3,1,-1,1,-1,2,2,3,2,1,3,1,3,-1,-1,2,-1,3,2,3,2,2,2,3,3,2,3,3,3,0,3,3,3,N0823,43,-79,309325,4841849,Good
51,4155630,2017,1957,2025,TCHC,Eglinton-Lawrence,4 REPLIN RD,4,30,2025-12-08,84,84,0,38,2,2,-1,1,2,3,3,3,3,3,-1,3,3,-1,-1,1,-1,2,1,3,2,1,3,3,3,2,3,3,1,3,3,3,3,N0823,43,-79,309354,4841773,Good
52,4155630,2017,1957,2023,TCHC,Eglinton-Lawrence,4 REPLIN RD,4,30,2023-07-04,85,85,0,39,3,3,-1,2,2,3,3,3,2,2,-1,2,2,-1,-1,2,-1,2,3,2,2,3,3,3,3,2,3,3,3,3,1,3,3,N0823,43,-79,309354,4841773,Good
53,4155633,2017,1957,2024,TCHC,Eglinton-Lawrence,6 REPLIN RD,4,30,2024-08-27,98,98,0,39,2,2,-1,3,3,3,3,3,3,3,-1,3,3,-1,-1,3,-1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,N0823,43,-79,309379,4841696,Excellent
54,4155444,2017,1969,2023,PRIVATE,Etobicoke North,70 REXDALE BLVD,6,100,2023-07-06,94,94,0,43,2,3,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,W0130,43,-79,299840,4841286,Excellent
55,4155444,2017,1969,2025,PRIVATE,Etobicoke North,70 REXDALE BLVD,6,100,2025-10-30,98,98,0,43,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0130,43,-79,299840,4841286,Excellent
56,4154050,2017,1965,2024,PRIVATE,Beaches-East York,195 REXLEIGH DR,6,106,2024-08-20,86,86,0,42,3,2,3,3,2,3,3,2,2,2,-1,3,2,-1,-1,1,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,S1927,43,-79,320450,4840356,Good
57,4153051,2017,1914,2025,PRIVATE,Parkdale-High Park,310 RONCESVALLES AVE,4,13,2025-11-19,91,91,0,37,2,3,3,3,2,2,3,3,3,2,-1,3,3,-1,-1,-1,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0432,43,-79,308777,4834140,Excellent
58,4153052,2020,1918,2023,PRIVATE,Parkdale-High Park,320 RONCESVALLES AVE,4,16,2023-07-10,90,90,0,34,3,2,-1,3,3,2,-1,3,3,-1,-1,3,3,-1,-1,-1,-1,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,S0432,43,-79,308751,4834231,Good
59,4153052,2020,1918,2025,PRIVATE,Parkdale-High Park,320 RONCESVALLES AVE,4,16,2025-07-25,91,91,0,36,3,3,-1,3,2,2,3,3,3,-1,-1,3,2,-1,-1,3,-1,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,S0432,43,-79,308751,4834231,Excellent
60,4153071,2018,1920,2024,PRIVATE,Parkdale-High Park,467 RONCESVALLES AVE,4,15,2024-07-30,89,89,0,36,3,2,3,3,2,2,3,3,3,3,-1,3,3,-1,-1,-1,-1,3,-1,2,2,2,3,1,3,3,3,3,3,3,3,3,3,S0433,43,-79,308712,4834566,Good
61,4153072,2017,1930,2025,PRIVATE,Parkdale-High Park,469 RONCESVALLES AVE,4,15,2025-09-26,82,83,-1,37,2,1,2,2,3,2,3,3,3,3,-1,3,3,-1,-1,-1,-1,3,-1,3,3,2,3,1,3,2,2,3,3,3,3,3,3,S0433,43,-79,308710,4834576,Good
62,4153072,2017,1930,2023,PRIVATE,Parkdale-High Park,469 RONCESVALLES AVE,4,15,2023-09-05,89,89,0,36,3,3,3,3,3,2,-1,3,2,3,-1,3,2,-1,-1,-1,-1,3,-1,3,3,2,3,2,3,3,3,2,3,1,3,1,2,S0433,43,-79,308710,4834576,Good
63,4153053,2017,1960,2023,PRIVATE,Parkdale-High Park,470 RONCESVALLES AVE,4,49,2023-10-30,84,84,0,39,3,2,3,1,3,3,3,1,3,3,-1,3,3,-1,-1,3,-1,2,3,3,2,3,3,3,3,1,3,2,1,1,1,1,1,S0432,43,-79,308662,4834565,Good
64,4153053,2017,1960,2025,PRIVATE,Parkdale-High Park,470 RONCESVALLES AVE,4,49,2025-08-07,96,96,0,37,3,3,3,3,2,3,3,3,3,3,-1,3,3,-1,-1,3,-1,3,-1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,S0432,43,-79,308662,4834565,Excellent
65,4153602,2017,1964,2025,PRIVATE,Toronto Centre,135 ROSE AVE,15,239,2025-10-16,74,74,0,44,3,1,3,3,2,2,3,3,2,1,-1,3,2,-1,-1,1,3,1,1,3,1,1,3,1,3,3,3,2,3,3,3,3,3,S1323,43,-79,315137,4836512,Good
66,4153602,2017,1964,2023,PRIVATE,Toronto Centre,135 ROSE AVE,15,239,2023-06-23,91,91,0,45,3,2,3,3,3,3,3,3,3,2,3,3,3,-1,-1,2,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S1323,43,-79,315137,4836512,Excellent
67,4156004,2018,1945,2023,PRIVATE,Davenport,34 ROSECLIFFE AVE,4,26,2023-10-17,66,66,0,37,2,1,-1,1,-1,2,3,3,2,1,1,2,2,-1,-1,1,-1,2,-1,-1,2,2,2,3,3,2,3,2,1,1,1,2,3,S0925,43,-79,309292,4837996,Fair
68,4156004,2018,1945,2025,PRIVATE,Davenport,34 ROSECLIFFE AVE,4,26,2025-06-17,90,90,0,37,3,2,-1,1,-1,1,3,3,3,-1,-1,3,2,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0925,43,-79,309292,4837996,Good
69,4156744,2018,1945,2024,PRIVATE,Davenport,36 ROSECLIFFE AVE,4,26,2024-07-29,81,81,0,34,3,2,-1,2,3,2,3,3,1,3,-1,3,2,-1,-1,-1,-1,1,-1,-1,2,1,3,2,3,3,3,3,3,3,3,3,3,S0925,43,-79,309315,4838003,Good
70,4253806,2017,1956,2023,PRIVATE,University-Rosedale,1 ROSEDALE RD,4,25,2023-08-28,89,89,0,43,3,2,2,3,2,2,3,3,2,3,-1,3,3,-1,-1,2,3,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,S1129,43,-79,314169,4836988,Good
71,4253806,2017,1956,2025,PRIVATE,University-Rosedale,1 ROSEDALE RD,4,25,2025-08-12,92,92,0,45,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,1,1,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,S1129,43,-79,314169,4836988,Excellent
72,4166996,2017,1955,2023,PRIVATE,University-Rosedale,130 ROSEDALE VALLEY RD,9,99,2023-08-03,93,93,0,44,3,2,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,S1129,43,-79,313998,4836918,Excellent
73,4166996,2017,1955,2025,PRIVATE,University-Rosedale,130 ROSEDALE VALLEY RD,9,99,2025-08-12,92,92,0,45,3,1,3,3,3,2,3,3,3,3,3,3,3,-1,-1,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,S1129,43,-79,313998,4836918,Excellent
74,4156003,2017,1969,2024,PRIVATE,Toronto-St. Paul's,33 ROSEHILL AVE,28,216,2024-09-06,92,92,0,46,3,2,-1,3,3,3,3,3,3,3,2,3,3,-1,-1,3,3,3,3,3,1,2,3,1,3,3,3,3,3,3,3,3,3,S1238,43,-79,313557,4838297,Excellent
75,4153745,2017,1969,2023,PRIVATE,Toronto-St. Paul's,50 ROSEHILL AVE,23,245,2023-07-26,91,91,0,47,3,2,3,2,3,3,3,3,3,3,3,-1,3,3,3,2,3,3,3,3,2,2,2,1,3,2,3,3,3,3,3,3,3,S1238,43,-79,313570,4838344,Excellent
76,4153745,2017,1969,2025,PRIVATE,Toronto-St. Paul's,50 ROSEHILL AVE,23,245,2025-11-18,93,94,-1,46,3,2,3,3,3,3,3,3,3,3,-1,3,3,3,-1,2,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,S1238,43,-79,313570,4838344,Excellent
77,4154014,2017,1950,2024,PRIVATE,Eglinton-Lawrence,20 ROSELAWN AVE,3,12,2024-07-24,87,87,0,38,3,2,-1,3,3,3,1,3,3,3,-1,3,3,-1,-1,2,-1,3,3,3,3,3,3,2,3,3,3,1,3,1,1,1,2,N0833,43,-79,312839,4841017,Good
78,4154009,2017,1954,2025,PRIVATE,Eglinton-Lawrence,107 ROSELAWN AVE,4,21,2025-08-12,92,92,0,36,3,2,-1,3,3,2,3,3,3,3,-1,3,2,-1,-1,3,-1,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,N0833,43,-79,312643,4840899,Excellent
79,4154009,2017,1954,2023,PRIVATE,Eglinton-Lawrence,107 ROSELAWN AVE,4,21,2023-10-12,96,96,0,43,3,2,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,N0833,43,-79,312643,4840899,Excellent
80,4153948,2017,1963,2024,PRIVATE,Eglinton-Lawrence,625 ROSELAWN AVE,9,91,2024-09-05,93,93,0,45,3,2,3,3,3,2,3,3,3,3,-1,3,2,-1,-1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,N0833,43,-79,310996,4840415,Excellent
81,4153985,2017,1965,2023,PRIVATE,Eglinton-Lawrence,630 ROSELAWN AVE,9,104,2023-08-29,87,87,0,45,3,3,3,2,-1,2,3,3,3,2,2,3,2,-1,-1,1,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0833,43,-79,311017,4840485,Good
82,4153985,2017,1965,2025,PRIVATE,Eglinton-Lawrence,630 ROSELAWN AVE,9,104,2025-10-28,94,95,-1,44,3,2,3,3,2,3,3,3,3,3,-1,3,2,-1,-1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,N0833,43,-79,311017,4840485,Excellent
83,4153986,2017,1958,2024,PRIVATE,Eglinton-Lawrence,640 ROSELAWN AVE,8,138,2024-07-23,96,96,0,46,3,2,2,3,3,3,3,3,3,3,3,3,3,-1,-1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,N0833,43,-79,310939,4840469,Excellent
84,4153980,2017,1959,2023,PRIVATE,Eglinton-Lawrence,665 ROSELAWN AVE,5,87,2023-08-30,90,90,0,46,3,2,3,3,2,3,3,3,3,3,3,3,3,-1,-1,3,3,3,2,3,3,3,3,1,3,3,3,3,3,1,1,3,3,N0833,43,-79,310820,4840361,Good
85,4153980,2017,1959,2025,PRIVATE,Eglinton-Lawrence,665 ROSELAWN AVE,5,87,2025-09-08,92,93,-1,43,3,2,3,3,-1,2,3,3,3,-1,-1,3,2,-1,-1,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,N0833,43,-79,310820,4840361,Excellent
86,4153977,2017,1988,2023,SOCIAL HOUSING,Eglinton-Lawrence,668 ROSELAWN AVE,9,125,2023-09-05,94,94,0,46,3,3,3,2,-1,3,3,3,3,3,3,3,1,-1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0833,43,-79,310850,4840426,Excellent
87,4153977,2017,1988,2025,SOCIAL HOUSING,Eglinton-Lawrence,668 ROSELAWN AVE,9,125,2025-10-28,99,99,0,45,3,3,3,3,3,2,3,3,3,3,-1,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0833,43,-79,310850,4840426,Excellent
